#,Title,Author,Database,Year
1204,Experiencing an Ancient Assyrian Palace: Methods for a Reconstruction,"Snyder, Alison B.  and Paley, Samuel M. ",ACADIA,2001
1205,A Generalized Approach to Non-Layered Fused Filament Fabrication,"Soler, Vicente; Retsin, Gilles; Jimenez Garcia, Manuel",ACADIA,2017
1206,Symbiotic Associations,"Sollazzo, Aldo; Baseta, Efilena; Chronis, Angelos",ACADIA,2016
1207,Anticipating Reuse: Documenting Buildings for Operations Using Web Technology,"Song, Y., Clayton, M.J. and Johnson, R.E.",ACADIA,1999
1208,Large-Scale Lightweight Transformable Structures,"Sparrman, Bjorn; Matthews, Chris; Kernizan, Schendy; Chadwick, Aran; Thomas, Neil; Laucks, Jared; Tibbits, Skylar",ACADIA,2017
1209,New Values of New Design,"Speaks, Michael",ACADIA,2011
1210,Attachment' As Agency in Off-Site And On-Site Indicators of Phenomena in Geospatial Urban Analysis Tools,"Speranza, Philip",ACADIA,2014
1211,Social Interaction and Cohesion Tool: A Dynamic Design Approach for Barcelonaï¿½s Superilles,"Speranza, Philip; Keisler, Ryan; Mai, Jiawei Vincent ",ACADIA,2015
1212,Integrating Basic Technology: 3-D Modeling and the Internet in the Studio,"Spodek, Jonathan ",ACADIA,2000
1213,The Hylomorphic Project,"Sprecher, A., Ahrens, C., Neuman, E.",ACADIA,2006
1214,"Informed Architecture: Affluence, Influence, and Confluence: Three Conditions on the Nature of Information and the Architectural Organism","Sprecher, Aaron",ACADIA,2010
1215,Homeorrhetism: Few Observations on the Nature of Experimentation in Computational Architecture,"Sprecher, Aaron",ACADIA,2011
1216,Degrees and Switches,"Sprecher, Aaron; Paul Kalnitz",ACADIA,2008
1217,"ACADIA 10: LIFE in:formation, On Responsive Information and Variations in Architecture","Sprecher, Aaron; Yeshayahu, Shai and Lorenzo-Eiroa, Pablo",ACADIA,eds.
1218,Aerial Pop-Up Structures,"Staback, Danniely; Nguy?n, M?Dung; Addison, James; Angles, Zachary; Karsan, Zain; Tibbits, Skylar",ACADIA,2017
1219,Digital Design and the Architecture of Brookes Stacey Randall,"Stacey, Michael ",ACADIA,1999
1220,Manufacturing Architecture,"Stacey, Michael ",ACADIA,2004
1221,EXPO 2000 Pavilion and Exposition: Precedent Studies,"Stach, Edgar ",ACADIA,2000
1222,Computers in Design Exploring Light and Time,"Stannard, Sandy",ACADIA,1998
1223,Using CAD to Teach Architectural Design,"Steinfeld, Edward ",ACADIA,1988
1224,Dreams May Come,"Steinfeld, Kyle",ACADIA,2017
1225,Situated Bioclimatic Information Design: a new approach to the processing and visualization of climate data ,"Steinfeld, Kyle; Bhiwapurkar, Pravin; Dyson, Anna; Vollen, Jason ",ACADIA,2010
1226,Dhour:A bioclimatic information design prototyping toolkit,"Steinfeld, Kyle; Levitt, Brendon",ACADIA,2013
1227,Imperative / Functional / Object-Oriented: an alternative ontology of programmatic paradigms for design,"Steinfeld, Kyle; Sandoval, Carlos",ACADIA,2014
1228,Educating for the Unknown: Present Computer Education for Future Design Practice,"Stevens, Garry and Radford, Antony D.",ACADIA,1988
1229,What is a Design?,"Stiny, George",ACADIA,1989
1230,Soft to Hard Canopy: Making large-span tridimensional structures from short timber elements,"Stojanovic, Djordje",ACADIA,2014
1231,RISCAD: A SIMPLIFIED APPROACH TO CAD SYSTEM DESIGN,"Stoker, Douglas F. and Jones, Dennis B.",ACADIA,1992
1232,"Digital Technologies, Methods, and Tools in Support of the Architectural Development at Herzog  & de Meuron ","Strehlke, Kai ",ACADIA,2009
1233,Computer-Simulated Growth Processes in Urban Planning and Architecture,"Streich, B., Oxman, R. and Fritz, O.",ACADIA,2000
1234,3D-Scanning and 3D-Printing for Media Experimental Design Work in Architecture,"Streich, Bernd ",ACADIA,1996
1235,Psyberdesign: Designing the Cognitive Spaces of Virtual Environments,"Strong, James and Woodbury, Robert F.",ACADIA,1998
1236,Improving Genetic Algorithm for Design Optimization Using Architectural Domain Knowledge,"Su, Zhouzhou; Yan, Wei",ACADIA,2014
1237,Hierarchical Plane Extraction (HPE): An Efficient Method For Extraction Of Planes From Large Pointcloud Datasets,"Subramaniam, Naveen Anand; Ponto, Kevin",ACADIA,2014
1238,A(g)ntense : Installation of swarm formation and agent based self-optimization of tensile and compression structure,"Sugihara, Satoru",ACADIA,2014
1239,iGeo: Algorithm Development Environment for Computational Design Coders with Integration of NURBS Geometry Modeling and Agent Based Modeling,"Sugihara, Satoru",ACADIA,2014
1240,"Appealing to the Masses, or Serious Play with Blocks","Surjan, Terry",ACADIA,2004
1241,Inscribe: Questions + Answers,"Swackhamer, Marc",ACADIA,et al.
1242,From Post- to Plus-Digital,"Swackhamer, Marc",ACADIA,2011
1243,"Oswall (Open Source Wall): Rethinking Residential Wall Construction through Collaboration, Crowd Sourcing, and Iteration","Swackhamer, Marc; Satterfield, Blair ",ACADIA,2009
1244,Breaking the Mold: Variable Vacuum Forming,"Swackhamer, Marc; Satterfield, Blair",ACADIA,2013
1245,Science and Space Education Center,"Swartz, Andrea and Savial, Kristofer M. ",ACADIA,1999
1246,Topology optimization and digital assembly of advanced space-frame structures ,"Sï¿½ndergaard, Asbjï¿½rn; Amir, Oded; Knauss, Michael ",ACADIA,2013
1247,Almost Natural Shelter: Non-Linear Material Misbehavior,"Tabbarah, Faysal",ACADIA,2016
1248,Tangible Immersion for Ecological Design,"Tabrizian, Payam; Harmon, Brendan; Petrasova, Anna; Petras, Vaclav; Mitasova, Helena; Meentemeyer, Ross ",ACADIA,2017
1249,Networked Coding Method for Digital Timber Fabrication,"Takenaka, Tsukasa; Okabe, Aya",ACADIA,2011
1250,"Wax, Plywood, Parametric Surface: Small Box Retail Renovation","Talbott, K., Hesketh, D.",ACADIA,2006
1251,An Inductive Approach to Digital Modeling Instruction,"Talbott, Kyle ",ACADIA,2003
1252,Stress Line Generation for Structurally Performative Architectural Design,"Tam, Kam-Ming Mark; Mueller, Caitlin T. ",ACADIA,2015
1253,Closing the Gap: The e4d Design Series and the Mediation of Digital Design Skills,"Tamke, Martin and Kobiella, Olaf",ACADIA,2007
1254,Generated Lamella,"Tamke, Martin; Riiber, Jacob; Jungjohann, Hauke",ACADIA,2010
1255,The Rise ï¿?Material Behaviour in Generative Design,"Tamke, Martin; Stasiuk, David; Ramsgard Thomsen, Mette",ACADIA,2013
1256,Visualizing Building Occupancy Pattern on Campus,"Tan, Beng-Kiang ",ACADIA,2001
1257,Closing in on an Open Problem: Reasons and a Strategy to Encode Emergent Subshapes,"Tan, Milton",ACADIA,1990
1258,dFORM. digital fabrication of responsive materials ,"Tang, Ming",ACADIA,2013
1259,Mathematically Driven Forms and Digital Tectonic: A formula for realizing the digital ,"Tang, Ming; Anderson, Jonathon",ACADIA,2010
1260,Integrated work of MAN and MACHINE:  digital craft as design agent,"Tang, Ming; Klimesh, Colin",ACADIA,2014
1261,On the Integrative Program,"Taron, Joshua M",ACADIA,2011
1262,ACADIA 11: Integration through Computation,"Taron, Joshua M; Parlac, Vera; Kolarevic, Branko; Johnson, Jason S",ACADIA,eds.
1263,Forewords: An Integrative Moment,"Taron, Joshua M; Parlac, Vera; Kolarevic, Branko; Johnson, Jason S",ACADIA,2011
1264,Augmented Agency: Reorienting trompe lï¿½oeil in the age of Google Earth,"Taron, Joshua; Parker, Matthew",ACADIA,2014
1265,Bounded Agency: Integrating informed multi-agent systems within architectural subtractions,"Taron, Joshua; Parker, Matthew",ACADIA,2014
1266,The Value of Arrhythmic Sounds in Isolated Space,"Taylor, Justin",ACADIA,2006
1267,Architectural Courseware - A Network Based MuItimedia System for Design Education,"Tector, John O. and Thornhill, Cecil M.",ACADIA,1994
1268,On the Abstraction of Information and the Physical Tectonics of Materials ,"Tehrani, Nader ",ACADIA,2010
1269,The Cave Is the Campfire: Thermal Forms in Architecture,"Tejchman, Filip ",ACADIA,2015
1270,SEEING ARCHITECTURE WITH A FILMMAKERï¿½S EYES,"Temkin, Aron ",ACADIA,2003
1271,Inspire: Integrated spatial gesture-based direct 3D modeling and display,"Teng, Teng; Johnson, Brian",ACADIA,2014
1272,Minimal Surfaces as Self-organizing Systems,"Tenu, Vlad ",ACADIA,2010
1273,Computer-aided Extraction of Morphological Information from Architectural Drawings,"Terzidis, Constantinos A. and Vakalï¿? Emmanuel-George",ACADIA,1994
1274,Transformational Design,"Terzidis, Costas",ACADIA,1989
1275,Experiments on Visual Systems,"Terzidis, Kostas ",ACADIA,1999
1276,Teaching Sensor and Internet Technologies for Responsive Building Designs,"Terzidis, Kostas ",ACADIA,2001
1277,AGENCY GP: Genetic Programming for Architectural Design,"Testa, P., Oï¿½Reilly, U.-M. and Greenwold, S.",ACADIA,2000
1278,The Membrane and the Fold,"Teyssot, Georges ",ACADIA,2010
1279,Buildable Performance Envelopes: Optimizing Sustainable Design in a Pre-Design Phase,"Thariyan, Elizabeth; Beorkrem, Christopher; Ellinger, Jefferson ",ACADIA,2017
1280,The Limits of Digital Architecture: Interpretation versus Data ,"Theodore, David ",ACADIA,2010
1281,Knit as bespoke material practice for architecture,"Thomsen, Mette Ramsgaard; Tamke, Martin; Karmon, Ayelet; Underwood, Jenny; Gengnagel, Christoph; Stranghoner, Natalie; Uhlemann, Jorg",ACADIA,2016
1282,"Design Ecologies for Responsive Environments: Resonant Chamber, an Acoustically Performative System""","Thï¿½n, Geoffrey ; Velikov, Kathy ; Sauvï¿? Lisa ; McGee, Wes",ACADIA,2012
1283,Adaptation as a Framework for Reconsidering High-Performance Residential Design: A Case Study,"Thï¿½n, Geoffrey; Velikov, Kathy ",ACADIA,2013
1284,A Model for Intelligence of Large-scale Self-assembly,"Tibbits, Skylar ",ACADIA,2011
1285,The Self-Assembly Line,"Tibbits, Skylar",ACADIA,2012
1286,"BioMolecular, Chiral and Irregular Self-Assemblies","Tibbits, Skylar; Falvello, Ana",ACADIA,2013
1287,4D Printing and Universal Transformation,"Tibbits, Skylar; McKnelly, Carrie; Olguin, Carlos; Dikovsky, Daniel; Hirsch, Shai",ACADIA,2014
1288,Network Morphologies: Neuronal Systems as Models for Relational Form Generation,"Tierney, Therese",ACADIA,2008
1289,New Media,"Tilder, Lisa and Norman, Frederick Stacy ",ACADIA,2003
1290,SmartWrap Pavilion,"Timberlake, James",ACADIA,2004
1291,La Brea Affordable Housing,"Tinghe, Patrick; Mutlow, John",ACADIA,2014
1292,Growing Extreme Assemblages,"Tiulescu, Monica; Neyman, Alexandra",ACADIA,2014
1293,Constraint-Based Three-Dimensional Modeling as a Design Tool,"Tobin, Kenneth L.",ACADIA,1991
1294,"Imagining the Ideal Design Studio: Technology, People and Environment in Architectural Education","Tokman, Leyla Y. and Yamacli, Rusen",ACADIA,1999
1295,Tensile Effects: Semi-rigid concrete formwork,"Tracy, Kenneth; Yogiaman, Christine; Tessmer, Lavender",ACADIA,2014
1296,A Tablet Based Immersive Architectural Design Tool,"Tredinnick, R., Anderson, L., Ries, B., Interrante, V.",ACADIA,2006
1297,Rheological Translations,"Troufanov, Nikita; Huller, Brennen",ACADIA,2014
1298,The Computational Challenges of a Mega Space Frame: Shaping the Envelope of New Mexico City Airport,"Tsigkari, Martha; Olsson, Jens; Malm, Henrik; Psarras, Stamatios; Aish, Francis ",ACADIA,2017
1299,Integrating Scientific Visualization with Studio Education ï¿?Developing Design Options by Applying CFD,"Tsou, J.-Y.,  Lam, S. and Hall, T.W.",ACADIA,2001
1300,Applying Scientific Simulation to Integrate Thermoelectric Conductor Module into Architectural Design ï¿?Smart Wall for Thermal Comfort,"Tsou, J.-Y., Chan Yi Lee, Mak Kwok Pui, Ru Xu Du, Liang Jian, Yeung Kim",ACADIA,2005
1301,Integrating Architectural Abstractions,"Tunï¿½er, B., Stouffs, R. and  Sariyildiz, S.",ACADIA,2001
1302,Dynamic Tensegrity Systems: A case for reconfigurable structures in urban context,"Turakhia, Dishita G.",ACADIA,2013
1303,ACADIA Workshop ï¿?6 Proceedings,"Turner, James A.",ACADIA,Ed.
1304,Graphic Standards: IGES and PDES in an AEC Environment,"Turner, James A. ",ACADIA,1987
1305,Architectural Acoustic Teaching Software ,"Turner, James A. and Barnett, Norman E.",ACADIA,1997
1306,An Application of Geometric Modeling and Ray Tracing to the Visual and Acoustical Analysis of a Municipal Open-Air Auditorium,"Turner, James A. and Hall, Theodore W.",ACADIA,1990
1307,Self-Sustainability of Effective Team Performance in a Collaborative Design Environment,"Tuzmen, Ayca ",ACADIA,2001
1308,Experimental Material Research - Digital Chocolate,"Twose, Simon; du Chatenier, Rosa",ACADIA,2016
1309,Apertures,"Uriu, Scott; Baumgartner, Herwig",ACADIA,2014
1310,Emergent Constructions: Experiments Towards Generative On-Site Design and Build Strategies Using Customised Digital Devices,"Van Ameijde, Jeroen ; Carlin, Brendon ; Vlieghe, Denis",ACADIA,2012
1311,Integrating Digital Media in the Lanscape Architecture Studio: Overlaying Media and Process,"Van Asperdt, Anita and Diamond, Beth",ACADIA,1998
1312,Parametric Building Information Generation for Design and Construction,"van der Heijden, Ramon; Levelle, Evan; Riese, Martin ",ACADIA,2015
1313,THE USER INTERFACE IN PROGRAMS FOR DESIGN EDUCATION: ISSUES AND CRITERIA,"Van Norman, Mark ",ACADIA,1985
1314,Of Computer Memory and Human Remembrance: History of Urban Form Through Three-Dimensional Computer Modeling,"Van Pelt, Robert-Jan and Seebohm, Thomas",ACADIA,1990
1315,CAAD Usage: Now and When At OSU,"Van Wyk, C.G. Skip ",ACADIA,1987
1316,A Knowledge-based Approach to Building Design and Performance Evaluation,"Van Wyk, C.S.G., Bhat, R., Gauchel, J. and Hartkopf, V.",ACADIA,1991
1317,Pluri-Potential Branching System,"Vanucci, Marco",ACADIA,2008
1318,Bibil: A Performance-Based Framework to Determine Built Form Guidelines,"Vasanthakumar, Saeran; Saha, Nirvik; Haymaker, John; Shelden, Dennis",ACADIA,2017
1319,Behavioral Design and Adaptive Robotic Fabrication of a Fiber Composite Compression Shell with Pneumatic Formwork,"Vasey, Lauren; Baharlou, Ehsan; Dï¿½rstelmann, Moritz; Koslowski; Marshall Prado, Valentin; Schieber, Gundula; Menges, Achim; Knippers, Jan ",ACADIA,2015
1320,Collaborative Construction: Human and Robotic Collaboration Enabling the Fabrication and Assembly of a Filament-Wound Structure,Vasey; Lauren; Long Nguyen; Tovi Grossman; Heather Kerrick; Danil Nagy; Evan Atherton; David Thomasson; Nick Cote; David Benjamin; George Fitzmaurice; Achim Menges,ACADIA,2016
1321,Structures E-Book,"Vassigh, Shahin ",ACADIA,1999
1322,Visualizing Load Distribution Paths,"Vassigh, Shahin ",ACADIA,2000
1323,Learning in Digital Space: Dynamic Visualization of Structural Behavior as a Teaching Strategy,"Vassigh, Shahin ",ACADIA,2002
1324,Interactive Teaching through Simulation Environments,"Vassigh, Shahin; Herrera, Silvana ",ACADIA,2010
1325,Topologically Optimized Concrete Shell Structure,"Vazquez, Alicia Nahmad; Inamura, Chikara; Zabel, Joshua; El Sayed, Mostafa; Sondergaard, Asbjorn; Bhooshan, Shajay",ACADIA,2014
1326,Material Frontiers,"Velikov, Kathy",ACADIA,2016
1327,Posthuman Engagements,"Velikov, Kathy",ACADIA,2016
1328,"ACADIA // 2016: POSTHUMAN FRONTIERS: Data, Designers, and Cognitive Machines","Velikov, Kathy; Ahlquist, Sean; del Campo, Matias; Thï¿½n, Geoffrey",ACADIA,eds.
1329,Introduction: Posthuman Frontiers,"Velikov, Kathy; Ahlquist, Sean; del Campo, Matias; Thï¿½n, Geoffrey",ACADIA,2016
1330,PneuSystems: cellular pneumatic envelope assemblies,"Velikov, Kathy; Thun, Geoffrey; O'Malley, Mary",ACADIA,2014
1331,Toward Responsive Atmospheres: Prototype Exploration through Material and Computational Systems,"Velikov, Kathy; Thï¿½n, Geoffrey; Oï¿½Malley, Mary; Ripley, Colin",ACADIA,2011
1332,Multiperformative Efficient Systems (MES) Towards System Thinking,"Verde, Marco",ACADIA,2009
1333,Curved Folding: Design to Fabrication,"Verma, Sushant; Epps, Gregory ",ACADIA,2013
1334,Using Formal & Behavioral Patterns in Nature to Evaluate the Design of Bio-inspired Structural Shapes: The case of a Canopy for a South-east Asian Masterplan,"Vermisso, Emmanouil",ACADIA,2008
1335,Cross-disciplinary Prototyping: Pedagogical Frameworks for Integrating Biological Analogies into Design Courses,"Vermisso, Emmanouil",ACADIA,2011
1336,Conditioning Elegance: A Design Experiment on Intuition and Analysis,"Vermisso, Emmanouil",ACADIA,2012
1337,Acommodating Change in Parametric Design,"Vierlinger, Robert, Bollinger, Klaus",ACADIA,2014
1338,Digital Fabric: Generating Ceramic Catenary Networks,"Vollen, Jason; Clifford, Dale; Winn, Kelly; Gindlesparger, Matt ",ACADIA,2007
1339,Robotic Fabrication of Acoustic Brick Walls,"Vomhof, Max; Vasey, Lauren, Brauer, Stefan; Eggenschwiler, Kurt; Strauss, Jurgen; Gramazio, Fabio; Kohler, Matthias",ACADIA,2014
1340,Breeding Topology: Special Considerations For Generative Topology Exploration Using Evolutionary Computation,"Von Buelow, Peter",ACADIA,2008
1341,Techniques for More Productive Genetic Design: Exploration With GAs Using Non-Destructive Dynamic Populations,"von Buelow, Peter",ACADIA,2013
1342,Perforating Material Performance: Ceiling Cloud,"Vrana, Andrew; Joe Meppelink",ACADIA,2011
1343,New Harmony Grotto,"Vrana, Andrew; Joe Meppelink; Ben Nicholson",ACADIA,2008
1344,Memory Cloud,"Vrana, Andrew; Meppelink, Joe",ACADIA,2013
1345,New Harmony Grotto,"Vrana, Andrew; Meppelink, Joe; Nicholson, Ben",ACADIA,2014
1346,Digital Glassblowing Fabrication ,"Vukmanov, Adam; Klaban, Tadeas; Michalek, Ondrej",ACADIA,2014
1347,A Self-Organizing Neural System for Urban Design,"Wadhwa, Ashwan and Lonsway, Brian",ACADIA,2001
1348,Stimulating Creativity by Using Computers,"Wagter, Harry",ACADIA,1986
1349,Tooling Information,"Wahlroos-Ritter, Ingalill",ACADIA,2011
1350,Variations + Versioning,"Wai, Lindsay and Daubmann, Karl",ACADIA,2003
1351,Architectural Tours through Texture Space,"Wake, Warren K. and McCullough, Malcolm",ACADIA,1991
1352,Expel Binary Assumptions,"Wall, Jennifer G; Hegre, Erik D ",ACADIA,2010
1353,Digital and Manual Joints,"Wallick, Karl",ACADIA,2008
1354,A Computational Approach for Evaluating the Facilitation of Wayfinding in Environments,"Wan, Peng-Hui; Ramesh Krishnamurti",ACADIA,2008
1355,Pneumatic Textile System,"Wang, Adam; Ahlquist, Sean",ACADIA,2016
1356,Productive Hybrids: Folding Social Media As Urban Analysis,"Webb, Alexander",ACADIA,2014
1357,The Database Revisited: Beyond the Container Metaphor,"Week, David",ACADIA,1995
1358,Nature And The Cultural Evolution Of Architectural Forms,"Weinstock, Michael",ACADIA,2008
1359,The Architecture of Flows: Integrated Infrastructures and the ï¿½Metasystemï¿?of Urban Metabolism,"Weinstock, Michael",ACADIA,2011
1360,"Selective Interference: Emergent complexity informed by programmatic, social and performative criteria","Welch, Christopher; Moleta, Tane; Moloney, Jules",ACADIA,2014
1361,"Towards A New (Mapping Of The) City: Interactive, Data Rich Modes Of Urban Legibility","Wessel, Ginette; Remco Chang ;Eric Sauda",ACADIA,2008
1362,Visualizing Negative Space,"Westergard, Curt",ACADIA,1992
1363,CNC Sponge-Forming and Parametric Slip Casting: Experiments in the hybridization of computation and traditional craft for architectural ceramics.,"Weston, Mark",ACADIA,2013
1364,Complexity Machine 1: A 3D Modeling Application Implementing Behavioral Simulation,"Westre, Aaron",ACADIA,2008
1365,SonoranSystems: Building Simulation Modeling Using a Crassulacean Acid Metabolism Analogy,"Wiebe, Kimberly; Kensek, Karen; Schiler, Marc ",ACADIA,2009
1366,"Unfolding Architecture ï¿?Study, Development and Application of New Kinetic Structure Topologies","Wierzbicki-Neagu, Madalina",ACADIA,2005
1367,Development of Design Workflows for Kinetic Structures Using Fuzzy Logic,"Wierzbicki-Neagu, Madalina; de Silva, Clarence W.",ACADIA,2007
1368,C-Lith: Carbon Fiber Architectural Units,"Wilcox, Glenn; Trandafirescu, Anca ",ACADIA,2015
1369,"Interactive Color Theory - Education, Research and Practice: The Development of CoMoS3","Wilcox, R. Peter ",ACADIA,1987
1370,Scripted Materials,"Wilkins, Gretchen; Zilka, Leanne; Cherrey, John",ACADIA,2011
1371,Lightweight Structures in Technical Engineering,"Willer, B.",ACADIA,2000
1372,Understanding Social Behaviors in the Indoor Environment: A complex network approach,"Williams, Mani; Burry, Jane; Rao, Asha",ACADIA,2014
1373,Process and Individuation: Designing for Controlled Indeterminacy,"Williamson, R. Shane ",ACADIA,2003
1374,Stock Space,"Williamson, Shane",ACADIA,2006
1375,A Parametric Multi-Criterion Housing Typology,"Willis, Bryce R. ; Hemsath, Timothy L. ; Hardy, Steve",ACADIA,2012
1376,Re-Framing Architecture for Emerging Ecological and Computational Design Trends for the Built Ecology,"Winn, Kelly ; Vollen, Jason ; Dyson, Anna",ACADIA,2012
1377,Transient Thermal Exchange and Developmental Form for Tactile Surfaces,Winn; Kelly ,ACADIA,2015
1378,National Center for Contemporary Arts,"Wiscombe, Thomas",ACADIA,2014
1379,(urbanNETWORK): Rethinking Urban Public Environments Through Global Interaction,"Wit, Andrew; Daas, Mahesh; Buchanan, Shannon; Dally Adam; Beville, Caylon",ACADIA,2014
1380,Composite Systems for Lightweight Architectures: Case studies in large-scale CFRP winding,"Wit, Andrew; Ng, Rashida; Zhang, Cheng; Kim Simon",ACADIA,2016
1381,Making of OBELISK: Multimedia Archiving System ,"Wojtowicz, J., Houwen, J., and Shakarchi, A.",ACADIA,1997
1382,Asynchronous Architecture,"Wojtowicz, J., Papazian, P., Fargas, J., Davidson, J.N. and  Cheng, N.",ACADIA,1993
1383,Design as Digital Correspondence,"Wojtowicz, Jerzy, Davidson, James N. and Mitchell, William J.",ACADIA,1992
1384,Strategies Toward Architectural Knowledge Engineering,"Wolchko, Matthew J. ",ACADIA,1985
1385,Textual support of collaborative design,"Wong, Wilson and Kvan, Thomas",ACADIA,1999
1386,Dynamic Knowledge Map: Reusing Expertsï¿?Tacit Knowledge in the AEC Industry,"Woo, J., Clayton, M., Johnson, R., Flores, B. and Ellis, Ch.",ACADIA,2002
1387,Case Study of Tacit Knowledge Sharing in a Distributed Design Studio,"Woo, J.-H., Clayton, M., Johnson, R. and Flores, B.",ACADIA,2003
1388,Tartan Worlds: A Generative Symbol Grammar System,"Woodbury, R.F., Radford, A.D., Taplin, P.N. and Coppins, S.A.",ACADIA,1992
1389,Realities of Design,"Woodbury, Robert F. ",ACADIA,1991
1390,Some Patterns for Parametric Modeling,"Woodbury, Robert; Aish, Robert; Kilian, Axel",ACADIA,2007
1391,Exploring Playful and Effective Digital Design Process with Games: A Framework for Digital Design Studio Teaching and Learning,"Wu, Pei-Ling ",ACADIA,2003
1392,Weaving Methods in Architectural Design,"Xing, Qing; Gabriel Esquivel, Ryan Collier, Michael Tomaso, Ergun Akleman",ACADIA,2011
1393,"FRP Building: Sunshine Kaidi Factory Gate, Wuhan, Hubei, China, 2013","Xu, Weiguo; Xiaoan, Li",ACADIA,2014
1394,Integrating Video Tracking and Virtual Reality in Environmental Behavior Study,"Yan, Wei",ACADIA,2006
1395,Environment-Behavior Simulation: From CAD to BIM and Beyond,"Yan, Wie",ACADIA,2008
1396,Cellular Morphology in Los Angeles,"Yao, Yuan",ACADIA,2014
1397,Parametric Modeling of Informal Settlements,"Yenerim, Duygu; Mark J. Clayton, Glen Mills",ACADIA,2011
1398,Hack-on-Life,"Yeshayahu, Shai",ACADIA,2010
1399,New Ideas and Directions for the 1990ï¿½s [Conference Proceedings],"Yessios, Chris I.",ACADIA,Ed.
1400,A Fractal Studio,"Yessios, Chris I. ",ACADIA,1987
1401,What has yet to be CAD,"Yessios, Chris",ACADIA,1986
1402,ACADIAï¿½s Past and Future,"Yessios, Chris",ACADIA,2006
1403,Loom Portal,"Yogiaman, Christine; Tracy, Ken",ACADIA,2013
1404,Cast Thicket,"Yogiaman, Christine; Tracy, Ken",ACADIA,2013
1405,Resonant Surface 01,"Yogiaman, Christine; Tracy, Kenneth",ACADIA,2014
1406,Climatic Factors in Regional Design: An Interactive Tool for Design Education,"Young, Robert A. ",ACADIA,1998
1407,Incorporating Form Diversity into Architectural Design Optimization,"Yousif, Shermeen; Yan, Dr. Wei; Culp, Dr. Charles ",ACADIA,2017
1408,Highly Informed Robotic 3D Printed Polygon Mesh: A Nobel Strategy of 3D Spatial Printing,"Yu, Lei; Huang, Yijiang; Zhongyuan, Liu; Xiao, Sai; Liu, Ligang; Song, Guoxian; Wang, Yanxin",ACADIA,2016
1409,Robotic Fabrication of Structural Performance-based Timber Gridshell in Large-Scale Building Scenario,"Yuan, Philip F.; Chai, Hua; Yan, Chao; Zhou, Jin Jiang",ACADIA,2016
1410,Form-making Without Form Making,"Zarzycki, Andrzej",ACADIA,2011
1411,Implementation of Cellular Automata for Dynamic Shading of Building Facade,"Zawidzki, Machi",ACADIA,2008
1412,Quarra Cairn: Incremental Stability Through Shifting and Removal of Mass,"Zayas, Luisel; Brugmann, Dustin; Clifford, Brandon; McGee, Wes; Durham, James",ACADIA,2017
1413,The Computability of Design,"Zdepski, M. Stephen and Goldman, Glen",ACADIA,1986
1414,Responsive Architecture: An Integrated Approach for the Future,"Zerefos, S.C., Kotsiopoulos, A.M. and Pombortsis, A. ",ACADIA,2000
1415,An Interactive Decision Support System for Deriving Plot Ratios Based on the Similarity Relations Between Land Attributes,"Zhang, Yu; Feng, Han; Wang, Jianguo ",ACADIA,2009
1416,Use of Computers in Reconstruction of Ancient Buildings,"Zhou, Ming",ACADIA,2000
1417,From CAD to iAD: A survey of Internet application in the AEC industry,"Zhou, Qi  and Krawczyk, Robert J. ",ACADIA,2001
1418,Incorporating Guidelines Into a Case-Based Architectural Design Tool,"Zimring, Craig and Ataman, Osman",ACADIA,1994
1419,Open Source Factory: Democratizing Large-Scale Fabrication Systems,"Zivkovic, Sasa; Battaglia, Christopher",ACADIA,2017
1420,High Resolution Representation and Simulation of Braiding Patterns,"Zwierzycki, Mateusz; Vestartas, Petras; Heinrich, Mary Katherine; Ayres, Phil",ACADIA,2017
